anahtar,adet,ornek_yazim,ilk_yer
"قضيتم",2,"قَضَيْتُمْ","2:200:2"
"وعسى",2,"وَعَسٰٓى","2:216:7"
"يزالون",2,"يَزَالُونَ","2:217:30"
"دينه",2,"دٖينِهٖ","2:217:42"
"لطلاق",2,"الطَّلَاقَ","2:227:3"
"يتربصن",2,"يَتَرَبَّصْنَ","2:228:2"
"بانفسهن",2,"بِاَنْفُسِهِنَّ","2:228:3"
"طلقها",2,"طَلَّقَهَا","2:230:2"
"فبلغن",2,"فَبَلَغْنَ","2:231:4"
"ضرارا",2,"ضِرَارًا","2:231:13"
"تكلف",2,"تُكَلَّفُ","2:233:18"
"يتوفون",2,"يُتَوَفَّوْنَ","2:234:2"
"انفسهن",2,"اَنْفُسِهِنَّ","2:234:20"
"فرضتم",2,"فَرَضْتُمْ","2:237:8"
"موتوا",2,"مُوتُوا","2:243:15"
"فيضاعفه",2,"فَيُضَاعِفَهُ","2:245:8"
"نقاتل",2,"نُقَاتِلْ","2:246:18"
"نبيهم",2,"نَبِيُّهُمْ","2:247:3"
"طالوت",2,"طَالُوتَ","2:247:9"
"تحمله",2,"تَحْمِلُهُ","2:248:21"
"يطعمه",2,"يَطْعَمْهُ","2:249:17"
"طاقة",2,"طَاقَةَ","2:249:38"
"برزوا",2,"بَرَزُوا","2:250:2"
"وثبت",2,"وَثَبِّتْ","2:250:10"
"وانصرنا",2,"وَانْصُرْنَا","2:250:12"
"يحيطون",2,"يُحٖيطُونَ","2:255:34"
"كرسيه",2,"كُرْسِيُّهُ","2:255:42"
"ويؤمن",2,"وَيُؤْمِنْ","2:256:13"
"اولياؤهم",2,"اَوْلِيَٓاؤُ࣑هُمُ","2:257:12"
"ارنى",2,"اَرِنٖي","2:260:5"
"فمثله",2,"فَمَثَلُهُ","2:264:19"
"تنفقون",2,"تُنْفِقُونَ","2:267:18"
"نفقة",2,"نَفَقَةٍ","2:270:4"
"يوف",2,"يُوَفَّ","2:272:24"
"رؤ࣒س",2,"رُؤُ࣒سُ","2:279:12"
"توفى",2,"تُوَفّٰى","2:281:8"
"ياب",2,"يَاْبَ","2:282:16"
"يكتب",2,"يَكْتُبَ","2:282:19"
"وليتق",2,"وَلْيَتَّقِ","2:282:28"
"يستطيع",2,"يَسْتَطٖيعُ","2:282:45"
"لشهداء",2,"الشُّهَدَٓاءِ","2:282:65"
"تضل",2,"تَضِلَّ","2:282:67"
"حاضرة",2,"حَاضِرَةً","2:282:100"
"قبلنا",2,"قَبْلِنَاۚ","2:286:30"
"مولينا",2,"مَوْلٰينَا","2:286:45"
"بغيرحساب",2,"بِغَيْرِحِسَابٍ","3:37:34"
"ايتك",2,"اٰيَتُكَ","3:41:7"
"والتورية",2,"وَالتَّوْرٰيةَ","3:48:4"
"واشهد",2,"وَاشْهَدْ","3:52:18"
"بانا",2,"بِاَنَّا","3:52:19"
"فاكتبنا",2,"فَاكْتُبْنَا","3:53:7"
"فيوفيهم",2,"فَيُوَفّٖيهِمْ","3:57:6"
"فقولوا",2,"فَقُولُوا","3:64:28"
"تحاجون",2,"تُحَٓاجُّونَ","3:65:4"
"مسلما",2,"مُسْلِمًاؕ","3:67:10"
"يؤده",2,"يُؤَدِّهٖٓ","3:75:8"
"بعهده",2,"بِعَهْدِهٖ","3:76:4"
"ازدادوا",2,"ازْدَادُوا","3:90:7"
"فاتبعوا",2,"فَاتَّبِعُوا","3:95:4"
"بحبل",2,"بِحَبْلِ","3:103:2"
"اخوانا",2,"اِخْوَانًاۚ","3:103:19"
"شفا",2,"شَفَا","3:103:22"
"وتؤمنون",2,"وَتُؤْمِنُونَ","3:110:11"
"ثقفوا",2,"ثُقِفُٓوا","3:112:6"
"يعتدون",2,"يَعْتَدُونَࣞ","3:112:35"
"ليسوا",2,"لَيْسُوا","3:113:1"
"اناء",2,"اٰنَٓاءَ","3:113:11"
"يفعلوا",2,"يَفْعَلُوا","3:115:2"
"عنتم",2,"عَنِتُّمْۚ","3:118:14"
"اولاء",2,"اُو࣑لَٓاءِ","3:119:2"
"فاستغفروا",2,"فَاسْتَغْفَرُوا","3:135:10"
"لذنوب",2,"الذُّنُوبَ","3:135:14"
"قرح",2,"قَرْحٌ","3:140:3"
"ويتخذ",2,"وَيَتَّخِذَ","3:140:18"
"وليمحص",2,"وَلِيُمَحِّصَ","3:141:1"
"تمنون",2,"تَمَنَّوْنَ","3:143:3"
"افائن",2,"اَفَا࣑ئِنْ","3:144:10"
"انقلبتم",2,"انْقَلَبْتُمْ","3:144:14"
"استكانوا",2,"اسْتَكَانُواؕ","3:146:18"
"قتلنا",2,"قُتِلْنَا","3:154:49"
"لالى",2,"لَاِلَى","3:158:5"
"فتوكل",2,"فَتَوَكَّلْ","3:159:24"
"اصابتكم",2,"اَصَابَتْكُمْ","3:165:2"
"اولياءه",2,"اَوْلِيَٓاءَهُࣕ","3:175:5"
"نملى",2,"نُمْلٖي","3:178:6"
"بخلوا",2,"بَخِلُوا","3:180:19"
"سنكتب",2,"سَنَكْتُبُ","3:181:12"
"وقتلهم",2,"وَقَتْلَهُمُ","3:181:15"
"فاز",2,"فَازَؕ","3:185:17"
"وقعودا",2,"وَقُعُودًا","3:191:5"
"وتوفنا",2,"وَتَوَفَّنَا","3:193:18"
"واو࣒ذوا",2,"وَاُو࣒ذُوا","3:195:22"
"واتيتم",2,"وَاٰتَيْتُمْ","4:20:7"
"نقيرا",2,"نَقٖيرًاۙ","4:53:10"
"سندخلهم",2,"سَنُدْخِلُهُمْ","4:57:5"
"لوجدوا",2,"لَوَجَدُوا","4:64:20"
"تسليما",2,"تَسْلٖيمًا","4:65:19"
"حذركم",2,"حِذْرَكُمْ","4:71:5"
"نؤتيه",2,"نُؤْتٖيهِ","4:74:19"
"والمستضعفين",2,"وَالْمُسْتَضْعَفٖينَ","4:75:8"
"والنساء",2,"وَالنِّسَٓاءِ","4:75:11"
"والولدان",2,"وَالْوِلْدَانِ","4:75:12"
"يكف",2,"يَكُفَّ","4:84:14"
"اصدق",2,"اَصْدَقُ","4:87:14"
"اتريدون",2,"اَتُرٖيدُونَ","4:88:10"
"فخذوهم",2,"فَخُذُوهُمْ","4:89:19"
"والقوا",2,"وَاَلْقَوْا","4:90:28"
"متعمدا",2,"مُتَعَمِّدًا","4:93:4"
"فعند",2,"فَعِنْدَ","4:94:22"
"ولياخذوا",2,"وَلْيَاْخُذُٓوا","4:102:11"
"يصلوا",2,"يُصَلُّوا","4:102:22"
"اسلحتكم",2,"اَسْلِحَتِكُمْ","4:102:34"
"تالمون",2,"تَاْلَمُونَ","4:104:8"
"اريك",2,"اَرٰيكَ","4:105:10"
"تجادل",2,"تُجَادِلْ","4:107:2"
"يستخفون",2,"يَسْتَخْفُونَ","4:108:1"
"يكسب",2,"يَكْسِبْ","4:111:2"
"يضلوك",2,"يُضِلُّوكَؕ","4:113:10"
"شيطانا",2,"شَيْطَانًا","4:117:10"
"لعنه",2,"لَعَنَهُ","4:118:1"
"ولامرنهم",2,"وَلَاٰمُرَنَّهُمْ","4:119:3"
"يفتيكم",2,"يُفْتٖيكُمْ","4:127:6"
"سعته",2,"سَعَتِهٖؕ","4:130:7"
"ليهديهم",2,"لِيَهْدِيَهُمْ","4:137:19"
"تقعدوا",2,"تَقْعُدُوا","4:140:16"
"كسالى",2,"كُسَالٰىۙ","4:142:12"
"يراؤ࣒ن",2,"يُرَٓاؤُ࣒نَ","4:142:13"
"وامنتم",2,"وَاٰمَنْتُمْؕ","4:147:7"
"يفرقوا",2,"يُفَرِّقُوا","4:150:8"
"بظلمهم",2,"بِظُلْمِهِمْۚ","4:153:22"
"قتلوه",2,"قَتَلُوهُ","4:157:11"
"ليؤمنن",2,"لَيُؤْمِنَنَّ","4:159:6"
"ويونس",2,"وَيُونُسَ","4:163:20"
"زبورا",2,"زَبُورًاۚ","4:163:25"
"تغلوا",2,"تَغْلُوا","4:171:4"
"يستنكف",2,"يَسْتَنْكِفَ","4:172:2"
"يرثها",2,"يَرِثُهَٓا","4:176:20"
"رضوانه",2,"رِضْوَانَهُ","5:16:6"
"واتيكم",2,"وَاٰتٰيكُمْ","5:20:17"
"فقتله",2,"فَقَتَلَهُ","5:30:6"
"سواة",2,"سَوْاَةَ","5:31:10"
"ظلمه",2,"ظُلْمِهٖ","5:39:5"
"والكفار",2,"وَالْكُفَّارَ","5:57:17"
"اكثركم",2,"اَكْثَرَكُمْ","5:59:19"
"لسحت",2,"السُّحْتَؕ","5:62:9"
"وليزيدن",2,"وَلَيَزٖيدَنَّ","5:64:17"
"رسالته",2,"رِسَالَتَهُؕ","5:67:15"
"وصموا",2,"وَصَمُّوا","5:71:6"
"اتعبدون",2,"اَتَعْبُدُونَ","5:76:2"
"تفيض",2,"تَفٖيضُ","5:83:9"
"لدمع",2,"الدَّمْعِ","5:83:11"
"مساكين",2,"مَسَاكٖينَ","5:89:15"
"بالغ",2,"بَالِغَ","5:95:25"
"لكعبة",2,"الْكَعْبَةِ","5:95:26"
"صيد",2,"صَيْدُ","5:96:3"
"اعجبك",2,"اَعْجَبَكَ","5:100:7"
"تبد",2,"تُبْدَ","5:101:9"
"فيقسمان",2,"فَيُقْسِمَانِ","5:106:32"
"اجبتم",2,"اُجِبْتُمْؕ","5:109:7"
"جئتهم",2,"جِئْتَهُمْ","5:110:54"
"سحرمبين",2,"سِحْرٌمُبٖينٌ","5:110:63"
"مائدة",2,"مَٓائِدَةً","5:112:14"
"كنتممؤمنين",2,"كُنْتُمْمُؤْمِنٖينَ","5:112:21"
"اعذبه",2,"اُعَذِّبُهُ","5:115:11"
"ءانت",2,"ءَاَنْتَ","5:116:8"
"لهين",2,"اِلٰهَيْنِ","5:116:13"
"واو࣒حى",2,"وَاُو࣒حِيَ","6:19:11"
"ارايتكم",2,"اَرَاَيْتَكُمْ","6:40:2"
"نهيت",2,"نُهٖيتُ","6:56:3"
"يقص",2,"يَقُصُّ","6:57:18"
"موليهم",2,"مَوْلٰيهُمُ","6:62:5"
"ينجيكم",2,"يُنَجّٖيكُمْ","6:63:3"
"وخفية",2,"وَخُفْيَةًۚ","6:63:10"
"اصناما",2,"اَصْنَامًا","6:74:7"
"اشركتم",2,"اَشْرَكْتُمْ","6:81:4"
"نرفع",2,"نَرْفَعُ","6:83:7"
"وزكريا",2,"وَزَكَرِيَّا","6:85:1"
"واخوانهم",2,"وَاِخْوَانِهِمْۚ","6:87:4"
"فالق",2,"فَالِقُ","6:95:3"
"سكنا",2,"سَكَنًا","6:96:5"
"نخرج",2,"نُخْرِجُ","6:99:15"
"لنخل",2,"النَّخْلِ","6:99:20"
"والرمان",2,"وَالرُّمَّانَ","6:99:29"
"اثمر",2,"اَثْمَرَ","6:99:37"
"بحفيظ",2,"بِحَفٖيظٍ","6:104:15"
"زخرف",2,"زُخْرُفَ","6:112:13"
"لكلماته",2,"لِكَلِمَاتِهٖۚ","6:115:8"
"سيجزون",2,"سَيُجْزَوْنَ","6:120:9"
"سيصيب",2,"سَيُصٖيبُ","6:124:19"
"يضله",2,"يُضِلَّهُ","6:125:12"
"استمتع",2,"اسْتَمْتَعَ","6:128:16"
"وينذرونكم",2,"وَيُنْذِرُونَكُمْ","6:130:12"
"ذوالرحمة",2,"ذُوالرَّحْمَةِؕ","6:133:3"
"ويستخلف",2,"وَيَسْتَخْلِفْ","6:133:8"
"بزعمهم",2,"بِزَعْمِهِمْ","6:136:12"
"يصل",2,"يَصِلُ","6:136:19"
"افتراء",2,"افْتِرَٓاءً","6:138:21"
"سيجزيهم",2,"سَيَجْزٖيهِمْ","6:138:23"
"ازواجنا",2,"اَزْوَاجِنَاۚ","6:139:11"
"ميتة",2,"مَيْتَةً","6:139:14"
"انشا",2,"اَنْشَاَ","6:141:3"
"معروشات",2,"مَعْرُوشَاتٍ","6:141:5"
"لذكرين",2,"آٰلذَّكَرَيْنِ","6:143:10"
"اشتملت",2,"اشْتَمَلَتْ","6:143:15"
"ارحام",2,"اَرْحَامُ","6:143:17"
"حملت",2,"حَمَلَتْ","6:146:16"
"عندكم",2,"عِنْدَكُمْ","6:148:25"
"لهديكم",2,"لَهَدٰيكُمْ","6:149:7"
"هدينى",2,"هَدٰينٖي","6:161:3"
"مكناكم",2,"مَكَّنَّاكُمْ","7:10:2"
"وخلقته",2,"وَخَلَقْتَهُ","7:12:15"
"لايؤمنون",2,"لَايُؤْمِنُونَ","7:27:30"
"او࣒رثتموها",2,"اُو࣒رِثْتُمُوهَا","7:43:33"
"اصلاحها",2,"اِصْلَاحِهَا","7:56:6"
"نباته",2,"نَبَاتُهُ","7:58:4"
"ابلغكم",2,"اُبَلِّغُكُمْ","7:62:1"
"اوعجبتم",2,"اَوَعَجِبْتُمْ","7:63:1"
"لينذركم",2,"لِيُنْذِرَكُمْ","7:63:10"
"افلاتتقون",2,"اَفَلَاتَتَّقُونَ","7:65:15"
"سفاهة",2,"سَفَاهَةٍ","7:66:10"
"وتنحتون",2,"وَتَنْحِتُونَ","7:74:15"
"ونصحت",2,"وَنَصَحْتُ","7:79:10"
"شهوة",2,"شَهْوَةً","7:81:4"
"قريتكم",2,"قَرْيَتِكُمْۚ","7:82:10"
"يتطهرون",2,"يَتَطَهَّرُونَ","7:82:13"
"ضحى",2,"ضُحًى","7:98:7"
"افامنوا",2,"اَفَاَمِنُوا","7:99:1"
"فظلموا",2,"فَظَلَمُوا","7:103:10"
"ببينة",2,"بِبَيِّنَةٍ","7:105:12"
"تلقى",2,"تُلْقِيَ","7:115:6"
"نكون",2,"نَكُونَ","7:115:9"
"جئتنا",2,"جِئْتَنَاؕ","7:129:10"
"عدوكم",2,"عَدُوَّكُمْ","7:129:16"
"يعرشون",2,"يَعْرِشُونَ","7:137:29"
"وجاوزنا",2,"وَجَاوَزْنَا","7:138:1"
"ببنى",2,"بِبَنٖٓي","7:138:2"
"انجيناكم",2,"اَنْجَيْنَاكُمْ","7:141:2"
"ميقات",2,"مٖيقَاتُ","7:142:8"
"لميقاتنا",2,"لِمٖيقَاتِنَا","7:143:4"
"ساريكم",2,"سَاُرٖيكُمْ","7:145:18"
"يتخذوه",2,"يَتَّخِذُوهُ","7:146:22"
"خوار",2,"خُوَارٌؕ","7:148:11"
"غضبان",2,"غَضْبَانَ","7:150:6"
"تجعلنى",2,"تَجْعَلْنٖي","7:150:36"
"سبعين",2,"سَبْعٖينَ","7:155:4"
"لامى",2,"الْاُمِّيَّ","7:157:5"
"لخبائث",2,"الْخَبَٓائِثَ","7:157:23"
"وبه",2,"وَبِهٖ","7:159:7"
"وقطعناهم",2,"وَقَطَّعْنَاهُمُ","7:160:1"
"امما",2,"اُمَمًاؕ","7:160:5"
"اسكنوا",2,"اسْكُنُوا","7:161:4"
"فخلف",2,"فَخَلَفَ","7:169:1"
"يلهث",2,"يَلْهَثْ","7:176:17"
"فادعوه",2,"فَادْعُوهُ","7:180:4"
"مرسيها",2,"مُرْسٰيهَاؕ","7:187:5"
"اتيهما",2,"اٰتٰيهُمَا","7:190:2"
"وتريهم",2,"وَتَرٰيهُمْ","7:198:7"
"تاتهم",2,"تَاْتِهِمْ","7:203:3"
"فاستمعوا",2,"فَاسْتَمِعُوا","7:204:4"
"لخائنين",2,"الْخَٓائِنٖينَࣖ","8:58:14"
"يريدوا",2,"يُرٖيدُٓوا","8:62:2"
"حسبك",2,"حَسْبَكَ","8:62:6"
"مائتين",2,"مِائَتَيْنِۚ","8:65:13"
"اووا",2,"اٰوَوْا","8:72:12"
"ونصروا",2,"وَنَصَرُٓوا","8:72:13"
"لصاحبه",2,"لِصَاحِبِهٖ","9:40:18"
"يصيبكم",2,"يُصٖيبَكُمُ","9:52:12"
"وتزهق",2,"وَتَزْهَقَ","9:55:14"
"واياته",2,"وَاٰيَاتِهٖ","9:65:10"
"واكثر",2,"وَاَكْثَرَ","9:69:8"
"اموالا",2,"اَمْوَالًا","9:69:9"
"واولادا",2,"وَاَوْلَادًاؕ","9:69:10"
"بخلاقهم",2,"بِخَلَاقِهِمْ","9:69:12"
"وكفروا",2,"وَكَفَرُوا","9:74:9"
"يلقونه",2,"يَلْقَوْنَهُ","9:77:7"
"سرهم",2,"سِرَّهُمْ","9:78:6"
"ونجويهم",2,"وَنَجْوٰيهُمْ","9:78:7"
"تصل",2,"تُصَلِّ","9:84:2"
"تقم",2,"تَقُمْ","9:84:9"
"لخوالف",2,"الْخَوَالِفِ","9:87:5"
"وطبع",2,"وَطُبِـعَ","9:87:6"
"يستاذنونك",2,"يَسْتَاْذِنُونَكَ","9:93:5"
"والانصار",2,"وَالْاَنْصَارِ","9:100:5"
"بنوا",2,"بَنَوْا","9:110:5"
"وعدها",2,"وَعَدَهَٓا","9:114:9"
"حولهم",2,"حَوْلَهُمْ","9:120:6"
"ولينذروا",2,"وَلِيُنْذِرُوا","9:122:16"
"رجعوا",2,"رَجَعُٓوا","9:122:19"
"فزادتهم",2,"فَزَادَتْهُمْ","9:124:15"
"تفترون",2,"تَفْتَرُونَ","10:59:20"
"يفلحون",2,"يُفْلِحُونَؕ","10:69:9"
"فاجمعوا",2,"فَاَجْمِعُٓوا","10:71:21"
"فجاؤ࣒هم",2,"فَجَٓاؤُ࣒هُمْ","10:74:8"
"جئتم",2,"جِئْتُمْ","10:81:6"
"يصلح",2,"يُصْلِحُ","10:81:15"
"فاتبعهم",2,"فَاَتْبَعَهُمْ","10:90:5"
"يقرؤ࣒ن",2,"يَقْرَؤُ࣒نَ","10:94:10"
"يونس",2,"يُونُسَؕ","10:98:9"
"واتينى",2,"وَاٰتٰينٖي","11:28:11"
"افتريته",2,"افْتَرَيْتُهُ","11:35:6"
"وامراته",2,"وَامْرَاَتُهُ","11:71:1"
"باسحق",2,"بِاِسْحٰقَۙ","11:71:5"
"سيء",2,"سٖٓيءَ","11:77:5"
"يهرعون",2,"يُهْرَعُونَ","11:78:3"
"بناتى",2,"بَنَاتٖي","11:78:14"
"اطهر",2,"اَطْهَرُ","11:78:16"
"تخزون",2,"تُخْزُونِ","11:78:21"
"ضيفى",2,"ضَيْفٖيؕ","11:78:23"
"بقطع",2,"بِقِطْعٍ","11:81:12"
"يلتفت",2,"يَلْتَفِتْ","11:81:16"
"عاليها",2,"عَالِيَهَا","11:82:5"
"سافلها",2,"سَافِلَهَا","11:82:6"
"لمكيال",2,"الْمِكْيَالَ","11:84:17"
"لارضمفسدين",2,"الْاَرْضِمُفْسِدٖينَ","11:85:14"
"لانت",2,"لَاَنْتَ","11:87:19"
"كاذب",2,"كَاذِبٌؕ","11:93:16"
"لهتهم",2,"اٰلِهَتُهُمُ","11:101:9"
"زفير",2,"زَفٖيرٌ","11:106:8"
"فاعبده",2,"فَاعْبُدْهُ","11:123:9"
"عدومبين",2,"عَدُوٌّمُبٖينٌ","12:5:15"
"نتخذه",2,"نَتَّخِذَهُ","12:21:13"
"راودته",2,"رَاوَدْتُهُ","12:32:7"
"ارينى",2,"اَرٰينٖٓي","12:36:8"
"صاحبى",2,"صَاحِبَيِ","12:39:2"
"جهزهم",2,"جَهَّزَهُمْ","12:59:2"
"بجهازهم",2,"بِجَهَازِهِمْ","12:59:3"
"بضاعتهم",2,"بِضَاعَتَهُمْ","12:62:4"
"اخانا",2,"اَخَانَا","12:63:12"
"ردت",2,"رُدَّتْ","12:65:6"
"بعير",2,"بَعٖيرٍؕ","12:65:22"
"موثقا",2,"مَوْثِقًا","12:66:7"
"اتوه",2,"اٰتَوْهُ","12:66:17"
"ابوهم",2,"اَبُوهُمْؕ","12:68:6"
"علمناه",2,"عَلَّمْنَاهُ","12:68:25"
"لعير",2,"الْعٖيرُ","12:70:13"
"وعاء",2,"وِعَٓاءِ","12:76:4"
"سرق",2,"سَرَقَ","12:77:5"
"نجيا",2,"نَجِيًّاؕ","12:80:5"
"كبيرهم",2,"كَبٖيرُهُمْ","12:80:7"
"ابرح",2,"اَبْرَحَ","12:80:25"
"اذهبوا",2,"اذْهَبُوا","12:87:3"
"فالقوه",2,"فَاَلْقُوهُ","12:93:4"
"ابويه",2,"اَبَوَيْهِ","12:99:7"
"والحقنى",2,"وَاَلْحِقْنٖي","12:101:20"
"بالصالحين",2,"بِالصَّالِحٖينَ","12:101:21"
"مشركون",2,"مُشْرِكُونَ","12:106:7"
"وانهارا",2,"وَاَنْهَارًاؕ","13:3:8"
"ويدرؤ࣒ن",2,"وَيَدْرَؤُ࣒نَ","13:22:13"
"ورائه",2,"وَرَٓائِهٖ","14:16:2"
"بلاغ",2,"بَلَاغٌ","14:52:2"
"سويته",2,"سَوَّيْتُهُ","15:29:2"
"قدرنا",2,"قَدَّرْنَٓاۙ","15:60:3"
"مشرقين",2,"مُشْرِقٖينَۙ","15:73:3"
"لاتية",2,"لَاٰتِيَةٌ","15:85:11"
"فاصفح",2,"فَاصْفَحِ","15:85:12"
"اتيناك",2,"اٰتَيْنَاكَ","15:87:2"
"تمدن",2,"تَمُدَّنَّ","15:88:2"
"عينيك",2,"عَيْنَيْكَ","15:88:3"
"فوربك",2,"فَوَرَبِّكَ","15:92:1"
"تؤمر",2,"تُؤْمَرُ","15:94:3"
"واتيهم",2,"وَاَتٰيهُمُ","16:26:16"
"تتوفيهم",2,"تَتَوَفّٰيهُمُ","16:28:2"
"مسكم",2,"مَسَّكُمُ","16:53:9"
"لشجر",2,"الشَّجَرِ","16:68:11"
"شفاء",2,"شِفَٓاءٌ","16:69:17"
"افبالباطل",2,"اَفَبِالْبَاطِلِ","16:72:16"
"موليه",2,"مَوْلٰيهُۙ","16:76:14"
"اثاثا",2,"اَثَاثًا","16:80:22"
"تقيكم",2,"تَقٖيكُمُ","16:81:15"
"باسكم",2,"بَاْسَكُمْؕ","16:81:19"
"زدناهم",2,"زِدْنَاهُمْ","16:88:7"
"للمسلمين",2,"لِلْمُسْلِمٖينَࣖ","16:89:24"
"عربى",2,"عَرَبِيٌّ","16:103:15"
"ايمانه",2,"اٖيمَانِهٖٓ","16:106:6"
"قصصنا",2,"قَصَصْنَا","16:118:6"
"اجتبيه",2,"اِجْتَبٰيهُ","16:121:3"
"بالحكمة",2,"بِالْحِكْمَةِ","16:125:5"
"يصليها",2,"يَصْلٰيهَا","17:18:16"
"لوليه",2,"لِوَلِيِّهٖ","17:33:14"
"بالايات",2,"بِالْاٰيَاتِ","17:59:5"
"وعدهم",2,"وَعِدْهُمْؕ","17:64:14"
"تارة",2,"تَارَةً","17:69:6"
"نافلة",2,"نَافِلَةً","17:79:5"
"ونا",2,"وَنَاٰ","17:83:6"
"بجانبه",2,"بِجَانِبِهٖۚ","17:83:7"
"خلالها",2,"خِلَالَهَا","17:91:10"
"لاظنك",2,"لَاَظُنُّكَ","17:101:16"
"فاراد",2,"فَاَرَادَ","17:103:1"
"وبالحق",2,"وَبِالْحَقِّ","17:105:1"
"مبشرا",2,"مُبَشِّرًا","17:105:8"
"للاذقان",2,"لِلْاَذْقَانِ","17:107:17"
"وابتغ",2,"وَابْتَغِ","17:110:19"
"بنيانا",2,"بُنْيَانًاؕ","18:21:21"
"ظاهرا",2,"ظَاهِرًاࣕ","18:22:28"
"يحاوره",2,"يُحَاوِرُهُٓ","18:34:7"
"ينصرونه",2,"يَنْصُرُونَهُ","18:43:5"
"فدعوهم",2,"فَدَعَوْهُمْ","18:52:7"
"جدلا",2,"جَدَلًا","18:54:14"
"لفتيه",2,"لِفَتٰيهُ","18:60:4"
"مجمع",2,"مَجْمَعَ","18:60:9"
"وعلمناه",2,"وَعَلَّمْنَاهُ","18:65:9"
"خبرا",2,"خُبْرًا","18:68:8"
"غلاما",2,"غُلَامًا","18:74:5"
"وجدها",2,"وَجَدَهَا","18:86:6"
"ياجوج",2,"يَاْجُوجَ","18:94:6"
"وماجوج",2,"وَمَاْجُوجَ","18:94:7"
"خرجا",2,"خَرْجًا","18:94:14"
"اتونى",2,"اٰتُونٖي","18:96:1"
"زبر",2,"زُبَرَ","18:96:2"
"ولقائه",2,"وَلِقَٓائِهٖ","18:105:6"
"فليعمل",2,"فَلْيَعْمَلْ","18:110:17"
"وناديناه",2,"وَنَادَيْنَاهُ","19:52:1"
"ايدينا",2,"اَيْدٖينَا","19:64:9"
"حول",2,"حَوْلَ","19:68:6"
"جثيا",2,"جِثِيًّاۚ","19:68:8"
"عدا",2,"عَدًّاۚ","19:84:7"
"نحشر",2,"نَحْشُرُ","19:85:2"
"يسرناه",2,"يَسَّرْنَاهُ","19:97:2"
"بلسانك",2,"بِلِسَانِكَ","19:97:3"
"اتية",2,"اٰتِيَةٌ","20:15:3"
"لنهى",2,"النُّهٰىࣖ","20:54:9"
"كيده",2,"كَيْدَهُ","20:60:4"
"ويلكم",2,"وَيْلَكُمْ","20:61:4"
"هذان",2,"هٰذَانِ","20:63:3"
"ولتعلمن",2,"وَلَتَعْلَمُنَّ","20:71:22"
"غضبى",2,"غَضَبٖيۚ","20:81:11"
"لسامرى",2,"السَّامِرِيُّ","20:85:9"
